"Atleta","nome","posicao","partidas","faltas_cometidas","finalizações_defendidas","finalizações_fora","faltas_sofridas","gols","impedimentos","roubadas","cartoes_amarelos","passes_errados","assistencias","jogos_sem_sofrer_gols","defesas_dificeis","finalizacoes_trave","gols_sofridos","cartos_vermelhos","gols_contra","penaltis_perdidos","defesas_penalti"
73336,"Rafael Martins",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73338,"Djair",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73359,"Roniery",2,38,26,1,3,49,0,0,28,4,34,0,6,0,0,0,0,0,0,0
73375,"Felipe",3,38,5,2,3,7,0,2,10,1,20,0,5,0,1,0,0,0,0,0
73383,"Rafael Costa",4,30,8,1,6,18,0,0,11,1,14,0,0,0,1,0,0,0,0,0
73417,"Lima",2,38,24,5,9,14,0,1,15,2,72,2,7,0,0,0,0,0,0,0
73423,"Rodrigo Defendi",3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73445,"Denner",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73446,"Éderson",5,24,11,8,10,8,1,5,5,0,26,1,0,0,0,0,0,0,0,0
73454,"Cidinho",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73465,"Luccas Claro",3,38,56,1,10,35,2,1,37,9,88,0,10,0,1,0,0,1,0,0
73481,"Gilmar Dal Pozzo",6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73511,"Dudu Figueiredo",4,38,20,6,14,10,3,1,15,1,29,1,0,0,1,0,0,0,0,0
73515,"Gabriel",4,38,15,5,4,20,3,3,6,1,35,1,0,0,0,0,0,0,0,0
73516,"Rafael",5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73517,"Douglas Pires",1,38,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
73527,"Willian Rocha",2,38,14,4,6,5,0,2,11,2,28,0,4,0,0,0,0,0,0,0
73530,"Wilson Pittoni",4,14,5,2,0,5,0,0,6,0,28,0,0,0,0,0,0,0,0,0
73531,"Washington",4,14,3,0,0,3,0,0,1,1,3,0,0,0,0,0,0,0,0,0
73540,"Rogério",5,28,18,7,10,42,2,2,12,5,40,0,0,0,0,0,0,0,0,0
73563,"Lúcio Maranhão",5,9,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73617,"Emerson",2,35,3,0,1,0,0,0,2,0,7,1,3,0,0,0,0,0,0,0
73620,"Bruno Alves",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73633,"Júnior Timbó",4,14,0,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0
73634,"Felipe Lima",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73635,"Rildo",5,38,16,4,13,47,1,11,10,1,31,0,0,0,0,0,0,0,0,0
73644,"Ivan",2,27,1,1,1,4,0,0,7,0,2,0,0,0,0,0,0,0,0,0
73673,"Cañete",4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73684,"Mirabaje",4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73708,"Samudio",2,38,8,0,1,7,0,0,9,3,32,0,2,0,0,0,0,0,0,0
73760,"Wallinson",3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73771,"Mineiro",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73800,"Rodrigo Caio",3,38,8,0,1,8,0,2,10,2,13,0,2,0,0,0,0,0,0,0
73806,"Samuel ",5,30,27,9,6,30,2,4,10,4,34,1,0,0,0,0,0,0,0,0
73851,"Ronny",4,38,1,0,2,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0
73855,"Jubal",3,38,10,2,3,4,0,1,7,2,27,0,6,0,0,0,0,0,0,0
73857,"Jackson",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73863,"Claudinei",4,38,10,0,1,2,0,0,14,1,17,0,0,0,0,0,0,0,0,0
73869,"Lennon",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73879,"Rogério",2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73890,"Mário Sérgio",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73896,"Geuvânio",5,38,26,13,9,31,4,2,10,1,50,4,0,0,4,0,1,0,0,0
73910,"Tobio",3,30,13,1,5,3,1,1,18,3,31,0,4,0,0,0,0,0,0,0
73918,"Canteros",4,30,54,2,6,19,2,4,39,7,119,3,0,0,1,0,0,0,0,0
73948,"Ricardo Gareca",6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73957,"Ewerton Páscoa ",4,38,12,0,1,11,1,0,8,1,16,0,0,0,0,0,0,1,0,0
73962,"Bruno Peres",2,9,0,1,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0
73974,"Alison",4,38,61,4,3,26,1,2,45,9,36,0,0,0,0,0,1,0,0,0
74014,"Alemão",3,37,14,1,4,27,0,1,17,2,19,0,2,0,0,0,0,2,0,0
74017,"Josa",4,17,21,1,0,9,0,0,7,2,17,0,0,0,0,0,0,0,0,0
74059,"Elivelton",3,38,35,0,5,7,1,0,16,5,31,1,8,0,0,0,0,0,0,0
74060,"Luiz Antonio ",4,38,18,10,11,25,1,1,16,2,50,0,0,0,1,0,0,0,0,0
74061,"Roberto Fernández",1,25,0,0,0,4,0,0,0,3,6,0,1,24,0,25,0,0,0,0
74065,"Zeballos",5,38,36,14,17,36,6,2,8,0,72,2,0,0,1,0,0,0,1,0
74074,"Claudio Winck",2,38,23,4,6,4,2,0,9,2,21,0,8,0,0,0,0,0,0,0
74076,"Misael",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74077,"Maycon Canário",4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74078,"Hernani",4,38,20,2,9,11,1,0,13,4,23,0,0,0,1,0,0,0,0,0
74085,"Ademilson",5,38,4,6,4,17,1,5,5,1,21,1,0,0,0,0,0,0,0,0
74086,"Pedro Paulo ",5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74087,"Léo Bonatini",5,38,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
74096,"Saulo",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74103,"Frauches ",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74140,"Elber",4,38,8,3,6,25,0,3,6,0,39,2,0,0,0,0,0,0,0,0
75295,"Paolo Guerrero",5,38,81,22,26,77,12,17,6,7,73,4,0,0,4,0,1,0,0,0
77529,"Leandro Silva",2,38,39,4,6,18,0,1,29,1,78,1,7,0,0,0,1,0,0,0
77556,"Bruno",1,38,0,0,0,4,0,0,0,0,3,0,2,40,0,31,0,0,0,1
77567,"Zé Mário",4,32,16,2,6,16,0,3,8,1,18,0,0,0,0,0,0,0,0,0
77579,"Dellatorre",5,28,6,7,12,16,3,4,3,2,30,1,0,0,0,0,0,0,0,0
77599,"Romário",2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,"Gladestony",4,38,1,0,1,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0
77673,"Patrick Vieira",4,38,3,1,1,4,0,0,1,0,5,0,0,0,0,0,0,0,0,0
77738,"Romarinho",5,19,7,3,8,23,3,1,9,2,22,1,0,0,0,0,0,0,0,0
77777,"João Schmidt ",4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77809,"William Pottker",5,11,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0
77827,"Bruno Oliveira",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77895,"Emerson Conceição",2,38,27,0,2,11,0,6,14,4,42,1,5,0,0,0,0,0,0,0
77911,"Jean Deretti",4,18,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77912,"Neto",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77967,"Mena",2,38,25,0,2,15,0,4,23,2,31,1,4,0,0,0,1,0,0,0
77994,"Mendieta",4,38,11,2,2,17,0,1,3,3,29,0,0,0,0,0,0,0,0,0
78012,"Yuri Mamute",5,38,15,1,6,52,0,3,7,1,21,0,0,0,0,0,0,0,0,0
78077,"Madson",2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78086,"César",1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78117,"Everaldo",5,38,18,10,12,34,6,7,4,1,28,0,0,0,1,0,0,0,0,0
78176,"Harrison",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78235,"Leandrinho",4,38,5,2,1,4,0,1,2,0,2,0,0,0,0,0,0,0,0,0
78236,"Danilo",5,18,5,2,0,2,0,0,2,0,10,0,0,0,0,0,0,0,0,0
78241,"Pabón",5,11,2,1,3,2,1,2,3,0,7,0,0,0,0,0,0,0,0,0
78248,"Gustavo Henrique",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78379,"Barcos",5,38,59,23,24,42,14,24,22,5,101,1,0,0,3,0,1,0,0,0
78407,"Douglas Grolli",3,27,20,2,5,14,2,3,16,3,21,0,6,0,0,0,0,0,0,0
78414,"Rafael Donato",3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78422,"Oswaldo",3,38,3,2,3,3,0,0,3,0,15,0,2,0,0,0,0,0,0,0
78423,"Timbó",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78436,"Renan Lemos",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78445,"Renê",2,38,49,7,9,42,0,0,61,2,212,3,13,0,1,0,0,0,0,0
78458,"João Afonso",4,38,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
78464,"Fábio Braga",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78478,"Willian Arão",4,14,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
78500,"Sérgio Manoel",4,38,7,0,2,8,0,0,7,1,17,0,0,0,0,0,0,0,0,0
78530,"Matheus Bertotto",4,25,11,1,2,5,0,1,11,2,6,0,0,0,0,0,0,0,0,0
78546,"Bruninho",4,38,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
78558,"Romulo Cabral",5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78578,"Paulinho",5,38,15,4,9,19,2,4,6,1,51,0,0,0,1,0,0,0,0,0
78604,"Andrey",1,38,0,0,0,1,0,0,0,0,1,0,0,9,0,8,0,0,0,0
78605,"Gabriel",4,38,57,5,11,37,0,0,103,8,102,0,0,0,0,0,0,0,0,0
78646,"Fernando Fernandes",3,38,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78647,"Digão",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78648,"Dráusio",3,38,17,1,1,4,1,2,8,3,13,0,2,0,0,0,1,0,0,0
78694,"Guillermo Beltrán",5,29,6,1,0,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0
78715,"Ramiro",4,38,66,10,14,31,2,2,49,11,101,0,0,0,0,0,0,0,0,0
78716,"Nem",4,38,15,0,4,7,0,0,10,3,15,0,0,0,0,0,0,0,0,0
78756,"Alemão",5,14,6,1,4,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0
78839,"Gabriel Gasparotto",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78840,"Pedro Castro",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78850,"Reinaldo",2,38,19,0,2,10,0,0,17,3,40,0,7,0,0,0,0,0,0,0
78891,"Petros",4,38,52,14,7,76,2,4,67,7,66,1,0,0,1,0,0,0,0,0
78895,"Marcelo",3,38,22,5,2,3,1,0,22,2,27,0,6,0,1,0,0,0,0,0
78936,"Rodrigo Souza",4,38,48,2,8,43,3,2,59,10,70,1,0,0,0,0,1,0,0,0
78946,"Dória",3,18,17,0,2,7,0,0,10,3,29,0,2,0,0,0,0,0,0,0
78965,"Roni",4,38,5,5,4,12,0,3,3,1,6,0,0,0,0,0,0,0,0,0
78967,"Dudu",5,17,6,6,1,24,0,2,6,0,11,0,0,0,0,0,0,0,0,0
78968,"Leandro",5,38,37,12,23,37,8,15,6,3,20,3,0,0,1,0,0,0,0,0
78977,"Bruno Mendes",5,24,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78990,"Lucas Alves",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78994,"Eduardo",4,38,11,0,1,15,0,0,10,1,23,0,0,0,0,0,0,0,0,0
79019,"Jayme De Almeida",6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79022,"Yguinho",5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79023,"Mattheus",4,38,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0
79030,"Fabinho Gaúcho",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79038,"Murilo",5,38,2,3,3,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0
79042,"Tiago ",3,25,9,1,2,7,2,0,6,0,8,0,2,0,0,0,0,0,0,0
79044,"Wangler",4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79045,"Wellington Carvalho",3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79048,"Elisson",1,38,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0
79064,"Guilherme Biteco",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79066,"Alex ",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79193,"Abuda",4,38,30,5,6,21,2,0,28,6,40,0,0,0,0,0,0,0,0,0
79228,"Bruno Furlan",5,18,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
79265,"Renan",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79287,"Enrique Meza",3,38,3,0,1,0,0,0,2,0,8,1,3,0,0,0,0,0,0,0
79334,"Ricardo Silva",3,38,0,0,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0
79335,"Éverton",4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79339,"Dankler",3,38,18,2,0,9,0,0,18,3,55,0,3,0,0,0,1,1,0,0
79343,"Doriva",6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79345,"Danilo Alves",5,15,10,1,3,3,0,1,2,0,7,0,0,0,0,0,0,0,0,0
79401,"Paulo Otávio",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79535,"Vaná",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79553,"Mansur",2,38,8,0,2,11,0,1,12,2,37,0,1,0,0,0,0,0,0,0
79578,"Sassá",5,9,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79594,"Ednei",2,38,10,7,6,11,0,0,11,1,39,1,6,0,0,0,0,0,0,0
79701,"Lucas Silva",4,38,42,8,9,16,1,0,38,6,61,1,0,0,1,0,0,0,0,0
79713,"Carlos Alberto",4,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79733,"Leilson ",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79826,"Douglas Santos",2,25,14,3,4,10,1,0,21,1,24,1,5,0,1,0,0,0,0,0
79887,"Fabiano",2,38,62,7,16,15,0,2,31,9,106,5,10,0,1,0,0,0,0,0
79892,"Nenén",4,38,7,3,2,20,0,0,3,1,24,1,0,0,0,0,0,0,0,0
79947,"Marion",5,38,14,5,7,30,1,4,25,1,38,1,0,0,0,0,0,0,0,0
79973,"Helton Leite",1,38,0,0,0,2,0,0,0,0,7,0,2,6,0,1,0,0,0,0
80036,"Alex Alves",3,38,15,0,0,6,1,0,5,4,9,0,3,0,0,0,0,0,0,0
80076,"Zé Roberto",5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80163,"Railan",2,38,31,3,5,25,1,7,20,2,73,0,5,0,0,0,0,0,0,0
80164,"Jussandro",2,22,8,0,0,8,0,0,8,0,26,1,1,0,0,0,0,0,0,0
80171,"Dedé",4,38,16,6,4,23,1,0,13,0,54,2,0,0,0,0,0,0,0,0
80188,"Marcos Junior",5,38,2,3,0,6,0,0,2,0,5,0,0,0,0,0,0,0,0,0
80189,"Lucas Fonseca",3,38,18,3,4,38,0,0,35,3,58,0,6,0,0,0,0,0,0,0
80192,"Hugo Gumiero",1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80280,"Taiberson",5,26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80281,"Cleberson",3,38,44,3,7,22,5,8,29,11,68,0,12,0,1,0,0,0,0,0
80286,"Matheus Vidotto",1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80287,"Luciano",5,38,30,13,16,37,6,13,13,5,36,3,0,0,2,0,0,0,0,0
80313,"Gilberto ",2,38,26,3,3,11,0,0,20,4,50,0,4,0,0,0,0,0,0,0
80318,"Ezequiel",2,9,6,0,0,2,0,0,3,0,8,0,2,0,0,0,0,0,0,0
80319,"Raul",3,38,6,0,0,2,0,0,6,0,4,0,0,0,0,0,1,0,0,0
80320,"Diego Oliveira",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80321,"Neílson",5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80324,"Jaílton",3,38,22,1,7,15,0,0,29,4,33,0,7,0,0,0,0,0,0,0
80330,"Jocinei",4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80337,"Arthur ",5,38,6,1,7,13,0,4,11,0,6,0,0,0,0,0,0,0,0,0
80370,"Edson",4,37,36,5,6,29,3,1,18,6,34,0,0,0,0,0,0,0,0,0
80374,"Norberto ",4,38,59,5,7,47,1,1,52,8,74,4,0,0,0,0,0,0,0,0
80381,"Cesinha",5,14,2,0,3,10,0,0,2,0,5,0,0,0,0,0,0,0,0,0
80399,"Higor",4,38,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0
80400,"Rafinha",4,38,8,0,0,12,0,0,6,1,11,0,0,0,0,0,0,0,0,0
80403,"Maurides",5,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80431,"Maicon Silva",2,31,2,0,0,8,0,0,4,0,11,0,0,0,0,0,0,0,0,0
80441,"Bonfim ",3,38,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0
80456,"Diego Felipe",4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80536,"Victor Andrade",5,9,1,1,3,7,0,0,2,0,4,0,0,0,0,0,0,0,0,0
80537,"Michael",5,38,2,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
80538,"Marlon",4,38,36,0,2,7,0,0,15,2,37,0,0,0,0,0,2,0,0,0
80552,"Marquinhos Pedroso",2,38,19,0,2,11,0,1,14,2,28,1,4,0,0,0,0,0,0,0
80553,"Guilherme Lazaroni",2,38,7,0,2,19,0,0,5,0,23,0,2,0,0,0,0,0,0,0
80568,"Willie",5,38,11,6,6,14,1,7,5,2,23,0,0,0,0,0,0,0,0,0
80570,"Wendell",2,9,5,0,0,2,0,0,2,0,6,0,1,0,0,0,0,0,0,0
80572,"Alex Santos",5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80573,"Luiz Gustavo",3,38,29,1,0,29,1,0,37,6,58,0,2,0,0,0,0,0,0,0
80576,"Renato",4,38,48,4,9,26,1,1,42,2,44,0,0,0,0,0,0,0,0,0
80583,"Lucas Lima",4,38,46,13,15,77,3,3,48,5,161,5,0,0,0,0,0,0,0,0
80585,"Otávio",4,18,6,4,1,6,0,0,4,2,13,0,0,0,0,0,0,0,0,0
80664,"Michel",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80667,"Fernando",2,30,9,0,2,2,0,0,6,0,14,0,2,0,0,0,0,0,0,0
80774,"Alan Pinheiro",5,38,1,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
80777,"Wellington",5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80779,"Joílson",3,38,16,1,2,3,1,0,13,4,17,0,1,0,0,0,0,0,0,0
80795,"Dieguinho",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80853,"Pedro Geromel",3,38,34,3,3,14,0,1,33,6,42,0,15,0,0,0,2,0,0,0
80913,"Nixon",5,38,13,3,4,17,7,7,6,0,40,5,0,0,1,0,0,0,0,0
80944,"Marlone",4,38,4,2,5,17,0,3,11,1,35,2,0,0,0,0,0,0,0,0
80949,"Biro Biro",5,38,0,1,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0
81007,"Dedé",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81031,"Marquinhos Santos",6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81091,"Jair",4,33,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
81121,"Mugni",4,38,28,7,11,20,2,4,31,2,84,2,0,0,0,0,0,0,0,0
81148,"Ronaldo Mendes",4,12,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81150,"Mayke",2,38,29,3,4,13,0,0,51,4,89,8,9,0,0,0,0,0,0,0
81151,"Sandrinho",5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81223,"Erazo",3,38,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0
81236,"Ferreyra",5,38,9,6,5,9,0,7,2,3,21,1,0,0,0,0,0,0,0,0
81543,"Josué",3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81770,"Clayton",5,38,21,10,9,17,5,6,8,4,70,4,0,0,0,0,0,0,0,0
81845,"Alisson",4,38,11,7,8,8,3,2,11,2,25,1,0,0,2,0,0,0,0,0
81905,"Henrique",5,37,90,23,23,73,13,22,12,10,55,2,0,0,0,0,0,0,0,0
81914,"Léo Lisboa",4,38,5,1,7,11,1,0,9,1,21,3,0,0,0,0,0,0,0,0
81950,"Jefferson",4,38,16,0,2,6,1,0,12,3,42,0,0,0,0,0,0,0,0,0
81952,"Willian",4,38,4,0,1,5,0,0,3,0,5,0,0,0,0,0,0,0,0,0
82128,"Ferrugem",4,38,5,1,2,7,0,0,4,0,9,0,0,0,0,0,0,1,0,0
82381,"Juninho",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82408,"Bruninho",5,13,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
82419,"Luan Sérgio",1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82453,"Tadeu",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82455,"Zé Rafael ",4,28,3,2,2,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0
82457,"Jean Felipe",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82458,"Erwin",3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82459,"Rafael Zuchi",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82463,"Otávio ",4,38,26,2,3,16,0,0,10,2,32,0,0,0,0,0,0,0,0,0
82466,"Bruno Pelissari",4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82468,"Willyan Sotto",4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82469,"Douglas Coutinho ",5,38,30,11,18,16,7,6,9,3,38,1,0,0,1,0,0,0,0,0
82472,"Fabiano",4,38,4,1,3,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0
82474,"Gegê",4,38,4,1,3,5,0,0,2,1,10,0,0,0,0,0,0,0,0,0
82502,"Rafinha",5,38,7,3,4,22,0,3,8,1,44,0,0,0,0,0,0,0,0,0
82503,"Rodolfo",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82525,"Rodrigo Biro",2,38,47,2,5,45,0,1,50,9,74,0,7,0,0,0,0,0,0,0
82547,"Sérgio Raphael",3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82613,"Alan",3,38,8,0,5,3,0,0,6,2,10,0,2,0,0,0,0,0,0,0
82625,"Maurinho",5,33,8,0,1,8,0,1,4,3,12,0,0,0,1,0,0,0,0,0
82626,"Thales ",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82628,"Tinga",2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82630,"Calyson",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82632,"Lucas Coelho",5,38,14,8,4,9,2,2,4,1,19,0,0,0,2,0,0,0,0,0
82635,"Igor",2,38,5,1,0,1,0,0,4,0,12,0,2,0,0,0,0,0,0,0
82639,"Marcelo Hermes",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82641,"Ronan",2,9,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0
82647,"Régis",4,38,17,5,1,13,1,0,6,1,32,1,0,0,0,0,0,0,0,0
82657,"Miguel Ángel Portuga",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82703,"Matheus Biteco",4,38,14,1,4,8,0,0,18,4,18,0,0,0,0,0,0,0,0,0
82737,"Welinton Junior",5,38,5,3,3,9,2,5,0,3,5,1,0,0,0,0,0,0,0,0
