"Atleta","nome","posicao","partidas","faltas_cometidas","finalizações_defendidas","finalizações_fora","faltas_sofridas","gols","impedimentos","roubadas","cartoes_amarelos","passes_errados","assistencias","jogos_sem_sofrer_gols","defesas_dificeis","finalizacoes_trave","gols_sofridos","cartos_vermelhos","gols_contra","penaltis_perdidos","defesas_penalti"
82768,"Danilo",1,38,0,0,0,16,0,0,0,0,28,0,12,51,0,34,0,0,0,1
82769,"Alan",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82787,"Joel",5,21,26,6,12,20,8,7,5,2,30,1,0,0,1,0,0,0,0,0
82821,"Gabriel Soares",4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82884,"Matheus Gonzaga",4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82896,"Alisson Becker",1,38,0,0,0,3,0,0,0,1,4,0,2,11,0,13,0,0,0,0
82928,"Edson",1,14,1,0,0,0,0,0,0,0,2,0,0,5,0,4,0,0,0,0
83048,"Rafael Thyere",3,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83108,"Heitor",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83130,"Erik ",5,26,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83134,"Igor Sartori",5,38,3,1,2,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0
83255,"Giva",5,38,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0
83257,"Gabriel",5,38,24,13,15,36,8,25,10,3,62,5,0,0,4,0,0,0,0,0
83258,"Filipe Ramon",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83266,"Marcos Guilherme ",4,38,38,6,16,33,3,4,33,3,54,2,0,0,1,0,0,0,0,0
83439,"Maykon",5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83471,"Paulinho",5,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83506,"Vítor Michels",4,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83511,"Érico Júnior",5,38,15,2,6,13,0,3,6,2,26,0,0,0,0,0,0,0,0,0
83522,"Fagner Alemão",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83528,"Léo Pereira",3,38,13,1,3,3,0,0,16,3,48,0,3,0,0,0,0,1,0,0
83614,"Bruno Lopes",5,38,41,14,7,25,0,8,10,7,22,2,0,0,0,0,0,0,0,0
83615,"Thiago Martins",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83688,"Luan",4,38,33,0,1,9,0,0,23,6,33,0,0,0,0,0,0,0,0,0
83772,"Neilton",5,38,0,0,2,4,0,0,2,0,8,0,0,0,0,0,0,0,0,0
83811,"William Cordeiro",2,38,19,0,3,7,0,0,14,2,25,0,2,0,0,0,2,0,0,0
83872,"Erick",5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83920,"Wellington Neto",3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83963,"Leandro Canhoto",4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84098,"Gustavo",5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84099,"Anderson Talisca",4,9,13,9,22,17,2,3,12,2,30,0,0,0,0,0,0,0,0,0
84104,"Luizinho",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84188,"Welton",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84190,"Guilherme",5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84262,"Wallace",3,9,3,0,0,1,0,0,6,1,5,0,0,0,0,0,0,0,0,0
84263,"Jemerson",3,38,22,1,1,13,0,0,40,4,32,0,9,0,0,0,0,0,0,0
84312,"Anderson Mello",4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84313,"Feijão",4,38,7,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0
84314,"Ítalo Melo",4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84318,"Samir ",3,38,16,2,5,13,1,1,22,2,26,1,3,0,0,0,0,0,0,0
84320,"Recife",4,38,7,1,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0
84379,"Raul",2,17,6,0,1,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0
84382,"Danilo",2,38,24,3,8,15,3,3,6,6,35,2,11,0,0,0,0,0,0,0
84530,"Maxi Rodríguez",4,18,2,1,0,2,1,0,3,1,6,0,0,0,0,0,0,0,0,0
84545,"Romulo",2,8,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0
84554,"Lucão",3,38,2,2,0,3,1,0,6,1,19,0,2,0,0,0,0,1,0,0
84585,"Allione",4,28,20,3,1,18,0,2,13,2,40,0,0,0,0,0,3,0,0,0
84674,"Lucas Evangelista",4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84679,"Emanuel Biancucchi",4,38,16,5,10,43,2,1,12,0,41,1,0,0,0,0,0,0,0,0
84707,"Jonatan Lucca",4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84761,"Claudinei Oliveira",6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84791,"Kenedy",5,38,10,4,8,15,2,0,3,1,14,1,0,0,1,0,0,0,0,0
84794,"Matteus ",4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
84848,"Erik",5,38,50,15,22,61,12,18,16,4,54,2,0,0,1,0,0,0,0,0
84851,"Lucas Cândido",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84857,"Rafael Tavares",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84860,"Abner",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84861,"Alex Silva",2,38,32,4,5,50,0,4,23,6,79,3,9,0,0,0,0,0,0,0
84863,"Alberto Valentim",6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84887,"Dener",4,38,25,0,1,5,0,0,16,2,16,0,0,0,0,0,0,0,0,0
84890,"Euller ",2,38,11,0,1,16,0,1,9,2,46,1,2,0,0,0,0,0,0,0
84896,"Lucas Otávio",4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84918,"Rafael Ratão",5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84927,"Dodô",4,38,4,3,12,9,4,2,2,1,18,2,0,0,0,0,0,0,0,0
84997,"Paulo",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85004,"Marcos Felipe ",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85027,"Carlos",5,38,16,17,21,28,5,24,12,2,43,0,0,0,1,0,0,0,0,0
85066,"Guillermo ",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85067,"Matheus Salustiano",3,38,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
85083,"Vinícius Silvestre",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85121,"Robert ",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85149,"Ronaldo",4,38,16,1,1,12,0,0,11,3,19,0,0,0,0,0,0,0,0,0
85210,"Jonatan Ponciano",5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85399,"Felipe Macedo",3,38,28,0,1,8,0,0,27,4,35,0,7,0,0,0,0,1,0,0
85400,"Marcelo",4,38,5,0,1,6,0,0,6,1,8,0,0,0,0,0,0,0,0,0
85403,"Daniel",4,4,2,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0
85418,"Uilson",1,38,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0
85423,"Valdivia",4,38,26,6,13,42,2,1,16,1,28,3,0,0,0,0,0,0,0,0
85424,"Ailton",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85425,"João Paulo",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85607,"Léo Ceará",5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85629,"Daniel",4,38,9,2,3,6,5,3,10,0,32,3,0,0,0,0,0,0,0,0
85798,"João Paulo Kuspiosz",1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85882,"Diogo",2,38,8,0,2,9,0,0,11,0,23,1,3,0,0,0,0,0,0,0
85930,"Aylon",5,32,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85931,"Hyoran",4,38,2,1,0,7,0,0,1,1,4,0,0,0,0,0,0,0,0,0
86143,"Wanderson",3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86144,"Luizinho Mello",4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86189,"Mosquito",5,38,6,4,1,2,1,3,1,1,11,1,0,0,0,0,0,0,0,0
86222,"Rodolfo",5,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86264,"Natanael",2,38,38,8,12,35,0,6,36,6,128,8,11,0,0,0,0,0,0,0
86314,"Alex Santos",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86315,"Anderson Santos",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86334,"Roni",5,38,9,2,1,7,0,1,2,0,6,0,0,0,0,0,0,0,0,0
86409,"Lucas Olaza",2,38,6,1,0,5,0,0,3,1,7,1,1,0,0,0,0,0,0,0
86410,"Victor Luis",2,38,33,4,11,31,1,0,30,0,65,3,7,0,0,0,0,0,0,0
86411,"Breno",2,16,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
86419,"Jonathan",5,31,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0
86436,"Alan Ruiz",4,38,34,13,13,49,4,2,10,8,33,2,0,0,1,0,0,0,0,0
86444,"Pablo Dyego",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86449,"Samuel",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86491,"Jonatha Fumaça",5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86502,"Jonathan Ferrari",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86512,"Bruno Gomes",5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86517,"Flavio",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86519,"Everton Felipe",4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86587,"Igor Leandro",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86588,"Ícaro",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86744,"Canavesio",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86748,"Breno",2,38,8,1,3,10,0,3,12,1,21,0,3,0,0,0,0,0,0,0
86754,"Guilherme Amorim",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86757,"Everton",5,38,0,4,3,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0
86759,"Luan",5,38,46,15,20,38,4,10,22,4,70,2,0,0,1,0,0,0,0,0
86760,"Lucas Macanhan",1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86761,"Gerson",3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86762,"Tárik",3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86763,"Jonathan Fernando",2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86764,"Sidcley",2,38,1,0,3,3,0,0,4,0,11,0,2,0,0,0,0,0,0,0
86765,"Bruno Mota",4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86767,"Dominic",5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86792,"Mauri",4,24,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
86820,"Reginaldo ",2,38,10,2,2,10,0,1,12,1,22,0,3,0,0,0,0,0,0,0
86836,"Sidney",4,38,8,0,0,1,0,0,2,3,5,0,0,0,0,0,0,0,0,0
86837,"Diego Cardoso",5,38,11,2,2,6,2,1,2,0,2,0,0,0,0,0,0,0,0,0
86841,"Boschilia",4,38,9,4,5,12,1,1,7,0,14,0,0,0,0,0,0,0,0,0
86842,"Ewandro",5,38,2,0,1,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0
86859,"José Welison",4,38,34,4,13,18,1,1,29,6,56,1,0,0,0,0,0,0,0,0
86860,"Guilherme",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86927,"Nadson",5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86928,"David",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86929,"Ronaldo",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86931,"Ruan",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86932,"Gustavo",5,38,7,0,6,6,0,6,1,0,8,0,0,0,0,0,0,0,0,0
86934,"Túlio",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86935,"Rodrigo",4,38,12,0,1,7,0,0,11,0,15,0,0,0,0,0,0,0,0,0
86936,"Ray",4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86943,"Liniker",4,38,7,1,3,10,0,0,1,0,12,0,0,0,0,0,0,0,0,0
86969,"Rhuan",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87008,"Léo",1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87009,"Nathan",4,38,4,3,2,9,0,3,2,1,9,1,0,0,0,0,0,0,0,0
87101,"Stéfano Yuri",5,38,4,1,0,3,0,2,1,1,3,0,0,0,0,0,0,0,0,0
87185,"Mario Risso",3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87191,"Jorge Eduardo",5,38,3,2,1,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0
87192,"Zeca",2,38,14,1,0,11,0,0,17,0,33,1,6,0,0,0,0,0,0,0
87199,"Gustavo ",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87200,"Bruno ",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87201,"Igor ",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87202,"Lucas ",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87211,"Eduardo Baptista",6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87213,"Pará",2,38,31,0,4,21,1,1,21,6,49,3,6,0,0,0,0,0,0,0
87225,"Pedro Henrique",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87226,"Fabiano",4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87227,"Zé Paulo",4,38,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
87228,"Guilherme Arana",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87229,"Donato",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87230,"Robson",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87273,"Carlinhos",4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87393,"Gabriel",3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87399,"Mário Sérgio",2,38,17,2,6,15,0,0,9,0,16,1,4,0,0,0,0,0,0,0
87400,"Alex",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87401,"Eurico",4,38,1,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0
87420,"Cristaldo",5,25,27,8,8,25,2,8,9,4,30,0,0,0,0,0,0,0,0,0
87585,"Mailson",5,27,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87611,"Tiago",1,38,0,0,0,0,0,0,0,0,3,0,2,6,0,2,0,0,0,0
87741,"Joelinton",5,38,13,6,3,10,2,2,3,1,10,1,0,0,2,0,0,0,0,0
87742,"Neto",4,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87743,"Léo",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87746,"Luizinho Vieira",6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87747,"Yago",4,38,6,0,0,3,0,0,5,1,3,0,0,0,0,0,0,0,0,0
87935,"Cristiano",5,17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87999,"Gustavo Scarpa",4,38,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
88000,"Gabriel Ramos",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88002,"Serginho",4,38,4,1,1,2,0,1,2,0,7,0,0,0,0,0,0,0,0,0
88054,"Diogo Sodré",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88056,"Malcom",5,38,8,10,8,26,2,6,10,1,49,0,0,0,1,0,0,0,0,0
88064,"Marcos Vinícius",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88065,"Jorge",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88069,"Leonardo Cabeça",5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88075,"Jeam",5,38,3,1,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0
88132,"Nailson",3,38,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
88146,"Maranhão",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88147,"Paulo Henrique",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88156,"Jean",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88166,"Felipe Caldeira",4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88224,"Paulo Ricardo",3,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88225,"Daniel Guedes ",2,38,3,0,0,3,0,0,6,0,5,0,2,0,0,0,0,0,0,0
88323,"Ángel Romero",5,30,17,10,9,30,0,6,5,1,27,1,0,0,1,0,0,0,0,0
88366,"Martín Luque",4,29,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
88367,"Chico",5,9,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0
88368,"Gabriel Dias",3,38,4,0,4,2,0,0,2,1,2,0,1,0,0,0,0,0,0,0
88478,"Darlan",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88479,"Walace",4,37,31,1,3,10,0,0,24,3,44,0,0,0,0,0,0,0,0,0
88480,"Ronan",5,37,3,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
88538,"Wilson Vaterkemper",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88540,"Auro",2,36,8,1,1,12,0,0,17,0,42,0,3,0,0,0,0,0,0,0
88617,"Carlos Amadeu",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88651,"Vinícius",5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88670,"Hyago",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88671,"Guilherme",4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88686,"Leandro Ávila",6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88717,"Celso Rodrigues",6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88780,"Leandro",5,31,2,0,0,3,0,0,4,0,3,1,0,0,0,0,0,0,0,0
88782,"Andrew",5,31,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
88848,"Júnior Oliveira",1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88849,"João Gabriel ",4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88850,"Marco Damasceno ",5,30,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88866,"Eduardo Junior",4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88867,"Guido",1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88874,"Léo Cunha",2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88898,"André Jardine",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88899,"Charles Fabian",6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88915,"Douglas ",5,26,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
88916,"Luan Polli ",1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88917,"Murilo Henrique",4,26,5,3,7,7,0,0,3,1,15,0,0,0,0,0,0,0,0,0
88933,"Bruno Paulista",4,26,15,4,6,22,0,0,14,1,19,0,0,0,0,0,0,0,0,0
88987,"Bruno Correa",5,22,7,2,3,6,0,2,3,0,14,0,0,0,0,0,0,0,0,0
89100,"Éder Bastos",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89154,"Gabriel Fernando",5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89156,"Nathan",3,22,17,1,0,7,0,0,12,3,17,0,2,0,0,0,1,0,0,0
89157,"Guilherme",2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89190,"Judivan ",5,21,2,0,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0
89224,"Barreto",4,18,12,0,0,4,0,0,12,2,11,0,0,0,0,0,0,0,0,0
89226,"Iago",3,18,2,0,1,4,0,0,3,1,8,0,0,0,0,0,0,0,0,0
89227,"Balbino",4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89253,"Andreazzi",4,20,8,1,1,10,0,0,6,2,11,0,0,0,0,0,0,0,0,0
89256,"Gerson",4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89257,"Breno",2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89258,"Daniel",1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
89273,"João Pedro ",2,18,31,4,3,12,1,0,23,1,46,0,3,0,0,0,0,0,0,0
89275,"William",4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89285,"Matheus Sales",4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89306,"Paulinho",4,17,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
89341,"Nicolas Careca",5,16,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0
89342,"Caju",2,16,13,4,2,12,0,0,25,1,33,2,4,0,0,0,0,0,0,0
89343,"Júnior",2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89371,"Rômulo",4,14,0,0,0,2,1,0,3,0,7,0,0,0,0,0,0,0,0,0
89444,"Hugo Ragelli",5,14,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
89445,"Yuri",5,14,1,0,0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0
89466,"Horácio",4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89467,"Erick Samuel",4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89468,"Erik",5,11,4,0,1,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0
89479,"Gustavo Tocantins",5,13,1,2,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
89492,"Saulo",1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89493,"Igor Rabello",3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89494,"Leandro Vicentin",3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89606,"Felipe Saturnino",2,10,7,0,2,7,0,1,7,1,17,0,3,0,0,0,0,0,0,0
89637,"Thiago Maia",4,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
89676,"Nickson",4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89677,"Fernandinho",4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89681,"Mateus Muller",2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89694,"James Dean",5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89815,"Gustavo Ferrareis",4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89883,"Dodi",4,5,0,0,0,4,0,0,2,0,5,0,0,0,0,0,0,0,0,0
89884,"Kalil",5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89885,"Leandro",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89896,"Cleiton",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89897,"Ronaldo",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89898,"Roger",5,4,2,1,0,2,1,1,1,0,12,1,0,0,0,0,0,0,0,0
89914,"Gabriel ",4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89921,"Maikon",5,2,3,0,1,3,0,2,0,1,2,0,0,0,0,0,0,0,0,0
89924,"Bruno",4,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
89932,"JacÃ³",5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89975,"Rodolfo",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89977,"Bruno Santos",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
